name,type,value,date
Garry's Mod,55648,36864,2020/04/10 19:00
Euro Truck Simulator 2,48300,35411,2020/04/10 19:00
Counter-Strike: Global Offensive,1241444,989899,2020/04/10 20:00
Dota 2,696306,566094,2020/04/10 20:00
PLAYERUNKNOWN'S BATTLEGROUNDS,498418,388523,2020/04/10 20:00
Grand Theft Auto V,176718,162804,2020/04/10 20:00
Mount &amp; Blade II: Bannerlord,177533,152753,2020/04/10 20:00
Tom Clancy's Rainbow Six Siege,169072,129441,2020/04/10 20:00
MONSTER HUNTER: WORLD,144420,113783,2020/04/10 20:00
ARK: Survival Evolved,113655,104587,2020/04/10 20:00
Football Manager 2020,120890,98130,2020/04/10 20:00
Rust,99170,82091,2020/04/10 20:00
Team Fortress 2,83133,74153,2020/04/10 20:00
Warframe,77617,73313,2020/04/10 20:00
Destiny 2,80368,68170,2020/04/10 20:00
Source SDK Base 2007,90190,55873,2020/04/10 20:00
Terraria,55195,47755,2020/04/10 20:00
Sid Meier's Civilization VI,54806,46168,2020/04/10 20:00
Path of Exile,60235,46163,2020/04/10 20:00
Rocket League,90853,44487,2020/04/10 20:00
Garry's Mod,55648,40973,2020/04/10 20:00
Euro Truck Simulator 2,48300,39564,2020/04/10 20:00
Counter-Strike: Global Offensive,1241444,1109692,2020/04/10 21:00
Dota 2,696306,655103,2020/04/10 21:00
PLAYERUNKNOWN'S BATTLEGROUNDS,498418,488554,2020/04/10 21:00
Grand Theft Auto V,178582,178582,2020/04/10 21:00
Mount &amp; Blade II: Bannerlord,177533,166707,2020/04/10 21:00
Tom Clancy's Rainbow Six Siege,169072,158590,2020/04/10 21:00
MONSTER HUNTER: WORLD,144420,136283,2020/04/10 21:00
ARK: Survival Evolved,114159,114159,2020/04/10 21:00
Football Manager 2020,120890,105687,2020/04/10 21:00
Rust,99170,86804,2020/04/10 21:00
Warframe,82040,82040,2020/04/10 21:00
Destiny 2,80368,77176,2020/04/10 21:00
Team Fortress 2,83133,74467,2020/04/10 21:00
Source SDK Base 2007,90190,64364,2020/04/10 21:00
Terraria,55195,51672,2020/04/10 21:00
Sid Meier's Civilization VI,54806,51070,2020/04/10 21:00
Rocket League,90853,49420,2020/04/10 21:00
Path of Exile,60235,49229,2020/04/10 21:00
Garry's Mod,55648,44582,2020/04/10 21:00
Euro Truck Simulator 2,48300,41254,2020/04/10 21:00
Counter-Strike: Global Offensive,1241444,1188128,2020/04/10 22:00
Dota 2,728095,728095,2020/04/10 22:00
PLAYERUNKNOWN'S BATTLEGROUNDS,523198,523198,2020/04/10 22:00
Grand Theft Auto V,188613,188613,2020/04/10 22:00
Mount &amp; Blade II: Bannerlord,178578,178578,2020/04/10 22:00
Tom Clancy's Rainbow Six Siege,176688,176688,2020/04/10 22:00
MONSTER HUNTER: WORLD,149560,149560,2020/04/10 22:00
ARK: Survival Evolved,120901,120901,2020/04/10 22:00
Football Manager 2020,120890,111781,2020/04/10 22:00
Rust,99170,91226,2020/04/10 22:00
Warframe,84568,84481,2020/04/10 22:00
Destiny 2,82504,82504,2020/04/10 22:00
Team Fortress 2,83133,76071,2020/04/10 22:00
Source SDK Base 2007,90190,71819,2020/04/10 22:00
Sid Meier's Civilization VI,55927,55927,2020/04/10 22:00
Terraria,55195,54609,2020/04/10 22:00
Rocket League,90853,54496,2020/04/10 22:00
Path of Exile,60235,52656,2020/04/10 22:00
Garry's Mod,55648,47603,2020/04/10 22:00
Dead by Daylight,45316,44672,2020/04/10 22:00
Counter-Strike: Global Offensive,1251665,639425,2020/04/11 15:00
Dota 2,749534,481220,2020/04/11 15:00
PLAYERUNKNOWN'S BATTLEGROUNDS,523198,349390,2020/04/11 15:00
Grand Theft Auto V,189134,122879,2020/04/11 15:00
Mount &amp; Blade II: Bannerlord,187159,121986,2020/04/11 15:00
Tom Clancy's Rainbow Six Siege,177132,110762,2020/04/11 15:00
MONSTER HUNTER: WORLD,150258,102843,2020/04/11 15:00
ARK: Survival Evolved,122388,84692,2020/04/11 15:00
Team Fortress 2,82630,64730,2020/04/11 15:00
Destiny 2,85305,64519,2020/04/11 15:00
Warframe,84568,61593,2020/04/11 15:00
Rust,105951,59204,2020/04/11 15:00
Football Manager 2020,120232,48550,2020/04/11 15:00
Terraria,57016,43676,2020/04/11 15:00
Sid Meier's Civilization VI,62645,43465,2020/04/11 15:00
Rocket League,90796,34016,2020/04/11 15:00
Path of Exile,62394,33216,2020/04/11 15:00
Source SDK Base 2007,91594,32843,2020/04/11 15:00
Stardew Valley,38178,31454,2020/04/11 15:00
Wallpaper Engine,36281,30901,2020/04/11 15:00
Counter-Strike: Global Offensive,1251665,695653,2020/04/11 16:00
Dota 2,749534,515643,2020/04/11 16:00
PLAYERUNKNOWN'S BATTLEGROUNDS,523198,379475,2020/04/11 16:00
Grand Theft Auto V,189134,131562,2020/04/11 16:00
Mount &amp; Blade II: Bannerlord,187159,127570,2020/04/11 16:00
Tom Clancy's Rainbow Six Siege,177132,110834,2020/04/11 16:00
MONSTER HUNTER: WORLD,150258,105878,2020/04/11 16:00
ARK: Survival Evolved,122388,87683,2020/04/11 16:00
Team Fortress 2,82630,63972,2020/04/11 16:00
Warframe,84568,63494,2020/04/11 16:00
Destiny 2,85305,62714,2020/04/11 16:00
Rust,105951,60643,2020/04/11 16:00
Football Manager 2020,120232,58543,2020/04/11 16:00
Sid Meier's Civilization VI,62645,43238,2020/04/11 16:00
Terraria,57016,42765,2020/04/11 16:00
Path of Exile,62394,35610,2020/04/11 16:00
Source SDK Base 2007,91594,33970,2020/04/11 16:00
Wallpaper Engine,36281,32239,2020/04/11 16:00
Stardew Valley,38178,29964,2020/04/11 16:00
Rocket League,90796,29894,2020/04/11 16:00
Counter-Strike: Global Offensive,1251665,756158,2020/04/11 17:00
Dota 2,749534,538532,2020/04/11 17:00
PLAYERUNKNOWN'S BATTLEGROUNDS,523198,372926,2020/04/11 17:00
Grand Theft Auto V,189134,139190,2020/04/11 17:00
Mount &amp; Blade II: Bannerlord,187159,136795,2020/04/11 17:00
Tom Clancy's Rainbow Six Siege,177132,109173,2020/04/11 17:00
MONSTER HUNTER: WORLD,150258,105834,2020/04/11 17:00
ARK: Survival Evolved,122388,91811,2020/04/11 17:00
Football Manager 2020,120232,71589,2020/04/11 17:00
Team Fortress 2,82630,66429,2020/04/11 17:00
Warframe,84568,65491,2020/04/11 17:00
Rust,105951,63909,2020/04/11 17:00
Destiny 2,85305,61908,2020/04/11 17:00
Sid Meier's Civilization VI,62645,45351,2020/04/11 17:00
Terraria,57016,42986,2020/04/11 17:00
Path of Exile,62394,39086,2020/04/11 17:00
Source SDK Base 2007,91594,37212,2020/04/11 17:00
Wallpaper Engine,36281,32896,2020/04/11 17:00
The Witcher 3: Wild Hunt,43171,31896,2020/04/11 17:00
Unturned,35684,30900,2020/04/11 17:00
Counter-Strike: Global Offensive,1251665,819333,2020/04/11 18:00
Dota 2,749534,549691,2020/04/11 18:00
PLAYERUNKNOWN'S BATTLEGROUNDS,523198,333935,2020/04/11 18:00
Grand Theft Auto V,189134,147652,2020/04/11 18:00
Mount &amp; Blade II: Bannerlord,187159,145287,2020/04/11 18:00
Tom Clancy's Rainbow Six Siege,177132,105649,2020/04/11 18:00
MONSTER HUNTER: WORLD,150258,100992,2020/04/11 18:00
ARK: Survival Evolved,122388,95545,2020/04/11 18:00
Football Manager 2020,120232,84998,2020/04/11 18:00
Rust,105951,68933,2020/04/11 18:00
Warframe,84568,67626,2020/04/11 18:00
Team Fortress 2,82630,67394,2020/04/11 18:00
Destiny 2,85305,60861,2020/04/11 18:00
Sid Meier's Civilization VI,62645,47204,2020/04/11 18:00
Terraria,57016,44269,2020/04/11 18:00
Path of Exile,62394,42467,2020/04/11 18:00
Source SDK Base 2007,91594,41810,2020/04/11 18:00
Rocket League,90796,34491,2020/04/11 18:00
The Witcher 3: Wild Hunt,43171,34246,2020/04/11 18:00
Garry's Mod,57752,33759,2020/04/11 18:00
Counter-Strike: Global Offensive,1251665,898879,2020/04/11 19:00
Dota 2,749534,577290,2020/04/11 19:00
PLAYERUNKNOWN'S BATTLEGROUNDS,523198,333728,2020/04/11 19:00
Grand Theft Auto V,189134,156363,2020/04/11 19:00
Mount &amp; Blade II: Bannerlord,187159,153210,2020/04/11 19:00
Tom Clancy's Rainbow Six Siege,177132,110538,2020/04/11 19:00
ARK: Survival Evolved,122388,100227,2020/04/11 19:00
MONSTER HUNTER: WORLD,150258,98339,2020/04/11 19:00
Football Manager 2020,120232,95500,2020/04/11 19:00
Rust,105951,74068,2020/04/11 19:00
Warframe,84568,70983,2020/04/11 19:00
Team Fortress 2,82630,69098,2020/04/11 19:00
Destiny 2,85305,62536,2020/04/11 19:00
Sid Meier's Civilization VI,62645,49386,2020/04/11 19:00
Source SDK Base 2007,91594,47325,2020/04/11 19:00
Terraria,57016,45727,2020/04/11 19:00
Path of Exile,62394,45180,2020/04/11 19:00
Rocket League,90796,38600,2020/04/11 19:00
Garry's Mod,57752,37873,2020/04/11 19:00
Euro Truck Simulator 2,52219,37315,2020/04/11 19:00
Counter-Strike: Global Offensive,1251665,1034274,2020/04/11 20:00
Dota 2,749534,642133,2020/04/11 20:00
PLAYERUNKNOWN'S BATTLEGROUNDS,523198,413728,2020/04/11 20:00
Grand Theft Auto V,189134,172197,2020/04/11 20:00
Mount &amp; Blade II: Bannerlord,187159,163338,2020/04/11 20:00
Tom Clancy's Rainbow Six Siege,177132,133320,2020/04/11 20:00
MONSTER HUNTER: WORLD,150258,111938,2020/04/11 20:00
ARK: Survival Evolved,122388,109591,2020/04/11 20:00
Football Manager 2020,120232,104677,2020/04/11 20:00
Rust,105951,79438,2020/04/11 20:00
Warframe,84568,75952,2020/04/11 20:00
Destiny 2,85305,70182,2020/04/11 20:00
Team Fortress 2,82630,69337,2020/04/11 20:00
Source SDK Base 2007,91594,55381,2020/04/11 20:00
Sid Meier's Civilization VI,62645,53387,2020/04/11 20:00
Terraria,57016,49234,2020/04/11 20:00
Path of Exile,62394,48674,2020/04/11 20:00
Rocket League,90796,44997,2020/04/11 20:00
Euro Truck Simulator 2,52219,42305,2020/04/11 20:00
Garry's Mod,57752,41987,2020/04/11 20:00
Counter-Strike: Global Offensive,1251665,1164397,2020/04/11 21:00
Dota 2,749534,721538,2020/04/11 21:00
PLAYERUNKNOWN'S BATTLEGROUNDS,523198,509463,2020/04/11 21:00
Grand Theft Auto V,189134,188742,2020/04/11 21:00
Mount &amp; Blade II: Bannerlord,187159,173849,2020/04/11 21:00
Tom Clancy's Rainbow Six Siege,177132,162143,2020/04/11 21:00
MONSTER HUNTER: WORLD,150258,131204,2020/04/11 21:00
ARK: Survival Evolved,122388,118164,2020/04/11 21:00
Football Manager 2020,120232,112328,2020/04/11 21:00
Rust,105951,84699,2020/04/11 21:00
Warframe,84568,81016,2020/04/11 21:00
Destiny 2,85305,78504,2020/04/11 21:00
Team Fortress 2,82630,71893,2020/04/11 21:00
Source SDK Base 2007,91594,64422,2020/04/11 21:00
Sid Meier's Civilization VI,62645,58589,2020/04/11 21:00
Terraria,57016,52415,2020/04/11 21:00
Path of Exile,62394,51531,2020/04/11 21:00
Rocket League,90796,51048,2020/04/11 21:00
Euro Truck Simulator 2,52219,46405,2020/04/11 21:00
Garry's Mod,57752,46023,2020/04/11 21:00
Counter-Strike: Global Offensive,1251665,1248481,2020/04/11 22:00
Dota 2,779995,779995,2020/04/11 22:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,543263,2020/04/11 22:00
Grand Theft Auto V,197882,197882,2020/04/11 22:00
Mount &amp; Blade II: Bannerlord,187159,185774,2020/04/11 22:00
Tom Clancy's Rainbow Six Siege,177132,176989,2020/04/11 22:00
MONSTER HUNTER: WORLD,150258,142238,2020/04/11 22:00
ARK: Survival Evolved,124113,124113,2020/04/11 22:00
Football Manager 2020,120232,118696,2020/04/11 22:00
Rust,105951,88367,2020/04/11 22:00
Warframe,84441,83921,2020/04/11 22:00
Destiny 2,85305,83557,2020/04/11 22:00
Team Fortress 2,82630,73751,2020/04/11 22:00
Source SDK Base 2007,91594,72437,2020/04/11 22:00
Sid Meier's Civilization VI,63737,63737,2020/04/11 22:00
Rocket League,90796,56334,2020/04/11 22:00
Terraria,57016,55262,2020/04/11 22:00
Path of Exile,62394,54727,2020/04/11 22:00
Garry's Mod,57752,49404,2020/04/11 22:00
Euro Truck Simulator 2,52219,49003,2020/04/11 22:00
Counter-Strike: Global Offensive,1258242,1255448,2020/04/11 23:00
Dota 2,798255,798088,2020/04/11 23:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,507634,2020/04/11 23:00
Grand Theft Auto V,197975,196884,2020/04/11 23:00
Mount &amp; Blade II: Bannerlord,192832,192832,2020/04/11 23:00
Tom Clancy's Rainbow Six Siege,177355,174916,2020/04/11 23:00
MONSTER HUNTER: WORLD,144681,140490,2020/04/11 23:00
ARK: Survival Evolved,125852,125852,2020/04/11 23:00
Football Manager 2020,122433,122433,2020/04/11 23:00
Rust,105951,91193,2020/04/11 23:00
Destiny 2,85305,84303,2020/04/11 23:00
Warframe,83921,82134,2020/04/11 23:00
Source SDK Base 2007,91594,77673,2020/04/11 23:00
Team Fortress 2,82630,74493,2020/04/11 23:00
Sid Meier's Civilization VI,67075,67075,2020/04/11 23:00
Rocket League,90796,61539,2020/04/11 23:00
Path of Exile,62394,57460,2020/04/11 23:00
Terraria,57016,56261,2020/04/11 23:00
Garry's Mod,57752,51934,2020/04/11 23:00
Euro Truck Simulator 2,52219,50558,2020/04/11 23:00
Counter-Strike: Global Offensive,1258242,1228934,2020/04/12 00:00
Dota 2,798255,776641,2020/04/12 00:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,410844,2020/04/12 00:00
Mount &amp; Blade II: Bannerlord,193099,192269,2020/04/12 00:00
Grand Theft Auto V,197975,187048,2020/04/12 00:00
Tom Clancy's Rainbow Six Siege,177355,158016,2020/04/12 00:00
MONSTER HUNTER: WORLD,142522,125500,2020/04/12 00:00
Football Manager 2020,124253,124253,2020/04/12 00:00
ARK: Survival Evolved,125852,123624,2020/04/12 00:00
Rust,105951,93801,2020/04/12 00:00
Source SDK Base 2007,91594,81769,2020/04/12 00:00
Destiny 2,85305,80748,2020/04/12 00:00
Warframe,83921,77911,2020/04/12 00:00
Team Fortress 2,82630,72855,2020/04/12 00:00
Sid Meier's Civilization VI,68139,68139,2020/04/12 00:00
Rocket League,90796,65804,2020/04/12 00:00
Path of Exile,62394,59289,2020/04/12 00:00
Terraria,57016,56262,2020/04/12 00:00
Garry's Mod,57752,53636,2020/04/12 00:00
Euro Truck Simulator 2,52219,51217,2020/04/12 00:00
Counter-Strike: Global Offensive,1258242,1228934,2020/04/12 00:00
Dota 2,798255,776641,2020/04/12 00:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,410844,2020/04/12 00:00
Mount &amp; Blade II: Bannerlord,193099,192269,2020/04/12 00:00
Grand Theft Auto V,197975,187048,2020/04/12 00:00
Tom Clancy's Rainbow Six Siege,177355,158016,2020/04/12 00:00
MONSTER HUNTER: WORLD,142522,125500,2020/04/12 00:00
Football Manager 2020,124253,124253,2020/04/12 00:00
ARK: Survival Evolved,125852,123624,2020/04/12 00:00
Rust,105951,93801,2020/04/12 00:00
Source SDK Base 2007,91594,81769,2020/04/12 00:00
Destiny 2,85305,80748,2020/04/12 00:00
Warframe,83921,77911,2020/04/12 00:00
Team Fortress 2,82630,72855,2020/04/12 00:00
Sid Meier's Civilization VI,68139,68139,2020/04/12 00:00
Rocket League,90796,65804,2020/04/12 00:00
Path of Exile,62394,59289,2020/04/12 00:00
Terraria,57016,56262,2020/04/12 00:00
Garry's Mod,57752,53636,2020/04/12 00:00
Euro Truck Simulator 2,52219,51217,2020/04/12 00:00
Counter-Strike: Global Offensive,1271725,869976,2020/04/12 07:00
Dota 2,798255,425064,2020/04/12 07:00
Mount &amp; Blade II: Bannerlord,193099,138214,2020/04/12 07:00
Grand Theft Auto V,197975,110529,2020/04/12 07:00
Tom Clancy's Rainbow Six Siege,177355,100190,2020/04/12 07:00
Football Manager 2020,124253,91591,2020/04/12 07:00
Rust,99868,83355,2020/04/12 07:00
ARK: Survival Evolved,125852,80697,2020/04/12 07:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,80419,2020/04/12 07:00
Rocket League,91369,77365,2020/04/12 07:00
Team Fortress 2,78769,75434,2020/04/12 07:00
Source SDK Base 2007,93179,72669,2020/04/12 07:00
Destiny 2,84601,63792,2020/04/12 07:00
Sid Meier's Civilization VI,68411,58756,2020/04/12 07:00
Path of Exile,62641,51005,2020/04/12 07:00
Terraria,57055,50169,2020/04/12 07:00
MONSTER HUNTER: WORLD,142522,47317,2020/04/12 07:00
Warframe,83921,47106,2020/04/12 07:00
Garry's Mod,58446,44820,2020/04/12 07:00
Sid Meier's Civilization V,46193,40155,2020/04/12 07:00
Counter-Strike: Global Offensive,1271725,707135,2020/04/12 08:00
Dota 2,798255,371328,2020/04/12 08:00
Mount &amp; Blade II: Bannerlord,193099,125851,2020/04/12 08:00
Grand Theft Auto V,197975,96578,2020/04/12 08:00
Tom Clancy's Rainbow Six Siege,177355,90530,2020/04/12 08:00
Rust,99868,76548,2020/04/12 08:00
ARK: Survival Evolved,125852,75228,2020/04/12 08:00
Football Manager 2020,124253,75178,2020/04/12 08:00
Team Fortress 2,78769,72159,2020/04/12 08:00
Rocket League,91369,67612,2020/04/12 08:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,67590,2020/04/12 08:00
Source SDK Base 2007,93179,63649,2020/04/12 08:00
Destiny 2,84601,59027,2020/04/12 08:00
Sid Meier's Civilization VI,68411,54095,2020/04/12 08:00
Terraria,57055,47955,2020/04/12 08:00
Path of Exile,62641,45260,2020/04/12 08:00
MONSTER HUNTER: WORLD,142522,45047,2020/04/12 08:00
Warframe,83921,43973,2020/04/12 08:00
Garry's Mod,58446,39368,2020/04/12 08:00
Sid Meier's Civilization V,46193,36661,2020/04/12 08:00
Counter-Strike: Global Offensive,1271725,707135,2020/04/12 08:00
Dota 2,798255,371328,2020/04/12 08:00
Mount &amp; Blade II: Bannerlord,193099,125851,2020/04/12 08:00
Grand Theft Auto V,197975,96578,2020/04/12 08:00
Tom Clancy's Rainbow Six Siege,177355,90530,2020/04/12 08:00
Rust,99868,76548,2020/04/12 08:00
ARK: Survival Evolved,125852,75228,2020/04/12 08:00
Football Manager 2020,124253,75178,2020/04/12 08:00
Team Fortress 2,78769,72159,2020/04/12 08:00
Rocket League,91369,67612,2020/04/12 08:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,67590,2020/04/12 08:00
Source SDK Base 2007,93179,63649,2020/04/12 08:00
Destiny 2,84601,59027,2020/04/12 08:00
Sid Meier's Civilization VI,68411,54095,2020/04/12 08:00
Terraria,57055,47955,2020/04/12 08:00
Path of Exile,62641,45260,2020/04/12 08:00
MONSTER HUNTER: WORLD,142522,45047,2020/04/12 08:00
Warframe,83921,43973,2020/04/12 08:00
Garry's Mod,58446,39368,2020/04/12 08:00
Sid Meier's Civilization V,46193,36661,2020/04/12 08:00
Counter-Strike: Global Offensive,1271725,601271,2020/04/12 09:00
Dota 2,798255,338496,2020/04/12 09:00
Mount &amp; Blade II: Bannerlord,193099,118151,2020/04/12 09:00
Grand Theft Auto V,197975,90167,2020/04/12 09:00
Tom Clancy's Rainbow Six Siege,177355,89485,2020/04/12 09:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,77805,2020/04/12 09:00
Team Fortress 2,78769,72690,2020/04/12 09:00
ARK: Survival Evolved,125852,71856,2020/04/12 09:00
Rust,99868,70506,2020/04/12 09:00
Football Manager 2020,124253,60775,2020/04/12 09:00
Rocket League,91369,60674,2020/04/12 09:00
Destiny 2,84601,57820,2020/04/12 09:00
Source SDK Base 2007,93179,55868,2020/04/12 09:00
Sid Meier's Civilization VI,68411,51589,2020/04/12 09:00
MONSTER HUNTER: WORLD,142522,49549,2020/04/12 09:00
Terraria,57055,47346,2020/04/12 09:00
Warframe,83921,45385,2020/04/12 09:00
Path of Exile,62641,40374,2020/04/12 09:00
Garry's Mod,58446,35859,2020/04/12 09:00
Stardew Valley,40635,34746,2020/04/12 09:00
Counter-Strike: Global Offensive,1271725,563892,2020/04/12 10:00
Dota 2,798255,341826,2020/04/12 10:00
Mount &amp; Blade II: Bannerlord,193099,116799,2020/04/12 10:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,109754,2020/04/12 10:00
Tom Clancy's Rainbow Six Siege,177355,95579,2020/04/12 10:00
Grand Theft Auto V,197975,93460,2020/04/12 10:00
Team Fortress 2,78769,73524,2020/04/12 10:00
ARK: Survival Evolved,125852,72417,2020/04/12 10:00
Rust,99868,66174,2020/04/12 10:00
Destiny 2,84601,61002,2020/04/12 10:00
MONSTER HUNTER: WORLD,142522,60419,2020/04/12 10:00
Rocket League,91369,57046,2020/04/12 10:00
Sid Meier's Civilization VI,68411,51900,2020/04/12 10:00
Football Manager 2020,124253,50973,2020/04/12 10:00
Warframe,83921,50496,2020/04/12 10:00
Source SDK Base 2007,93179,48856,2020/04/12 10:00
Terraria,57055,48393,2020/04/12 10:00
Path of Exile,62641,37158,2020/04/12 10:00
Stardew Valley,40635,36533,2020/04/12 10:00
Garry's Mod,58446,33866,2020/04/12 10:00
Counter-Strike: Global Offensive,1271725,562730,2020/04/12 11:00
Dota 2,798255,373693,2020/04/12 11:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,150594,2020/04/12 11:00
Mount &amp; Blade II: Bannerlord,193099,120089,2020/04/12 11:00
Tom Clancy's Rainbow Six Siege,177355,102606,2020/04/12 11:00
Grand Theft Auto V,197975,101219,2020/04/12 11:00
ARK: Survival Evolved,125852,74857,2020/04/12 11:00
Team Fortress 2,78769,74339,2020/04/12 11:00
MONSTER HUNTER: WORLD,142522,73297,2020/04/12 11:00
Destiny 2,84601,64840,2020/04/12 11:00
Rust,99868,62373,2020/04/12 11:00
Warframe,83921,55116,2020/04/12 11:00
Rocket League,91369,54275,2020/04/12 11:00
Sid Meier's Civilization VI,68411,52346,2020/04/12 11:00
Terraria,57055,49467,2020/04/12 11:00
Football Manager 2020,124253,45346,2020/04/12 11:00
Source SDK Base 2007,93179,44050,2020/04/12 11:00
Stardew Valley,40635,38266,2020/04/12 11:00
Path of Exile,62641,35016,2020/04/12 11:00
Garry's Mod,58446,32936,2020/04/12 11:00
Counter-Strike: Global Offensive,1271725,555566,2020/04/12 12:00
Dota 2,798255,401974,2020/04/12 12:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,177520,2020/04/12 12:00
Mount &amp; Blade II: Bannerlord,193099,121442,2020/04/12 12:00
Grand Theft Auto V,197975,106630,2020/04/12 12:00
Tom Clancy's Rainbow Six Siege,177355,105669,2020/04/12 12:00
MONSTER HUNTER: WORLD,142522,80204,2020/04/12 12:00
ARK: Survival Evolved,125852,76270,2020/04/12 12:00
Team Fortress 2,78769,70966,2020/04/12 12:00
Destiny 2,84601,65350,2020/04/12 12:00
Rust,99868,59742,2020/04/12 12:00
Warframe,83921,56573,2020/04/12 12:00
Sid Meier's Civilization VI,68411,51228,2020/04/12 12:00
Rocket League,91369,51020,2020/04/12 12:00
Terraria,57055,48898,2020/04/12 12:00
Football Manager 2020,124253,42168,2020/04/12 12:00
Source SDK Base 2007,93179,40091,2020/04/12 12:00
Stardew Valley,40635,38023,2020/04/12 12:00
Path of Exile,62641,33161,2020/04/12 12:00
Garry's Mod,58446,31861,2020/04/12 12:00
Counter-Strike: Global Offensive,1271725,555566,2020/04/12 12:00
Dota 2,798255,401974,2020/04/12 12:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,177520,2020/04/12 12:00
Mount &amp; Blade II: Bannerlord,193099,121442,2020/04/12 12:00
Grand Theft Auto V,197975,106630,2020/04/12 12:00
Tom Clancy's Rainbow Six Siege,177355,105669,2020/04/12 12:00
MONSTER HUNTER: WORLD,142522,80204,2020/04/12 12:00
ARK: Survival Evolved,125852,76270,2020/04/12 12:00
Team Fortress 2,78769,70966,2020/04/12 12:00
Destiny 2,84601,65350,2020/04/12 12:00
Rust,99868,59742,2020/04/12 12:00
Warframe,83921,56573,2020/04/12 12:00
Sid Meier's Civilization VI,68411,51228,2020/04/12 12:00
Rocket League,91369,51020,2020/04/12 12:00
Terraria,57055,48898,2020/04/12 12:00
Football Manager 2020,124253,42168,2020/04/12 12:00
Source SDK Base 2007,93179,40091,2020/04/12 12:00
Stardew Valley,40635,38023,2020/04/12 12:00
Path of Exile,62641,33161,2020/04/12 12:00
Garry's Mod,58446,31861,2020/04/12 12:00
Counter-Strike: Global Offensive,1271725,564629,2020/04/12 13:00
Dota 2,798255,438363,2020/04/12 13:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,228054,2020/04/12 13:00
Mount &amp; Blade II: Bannerlord,193099,121279,2020/04/12 13:00
Grand Theft Auto V,197975,111791,2020/04/12 13:00
Tom Clancy's Rainbow Six Siege,177355,107959,2020/04/12 13:00
MONSTER HUNTER: WORLD,142522,87242,2020/04/12 13:00
ARK: Survival Evolved,125852,78443,2020/04/12 13:00
Team Fortress 2,78769,67732,2020/04/12 13:00
Destiny 2,84601,64512,2020/04/12 13:00
Warframe,83921,58021,2020/04/12 13:00
Rust,99868,57414,2020/04/12 13:00
Sid Meier's Civilization VI,68411,48950,2020/04/12 13:00
Terraria,57055,47204,2020/04/12 13:00
Rocket League,91369,45996,2020/04/12 13:00
Football Manager 2020,124253,41181,2020/04/12 13:00
Source SDK Base 2007,93179,36736,2020/04/12 13:00
Stardew Valley,40635,36423,2020/04/12 13:00
Path of Exile,62641,32058,2020/04/12 13:00
Garry's Mod,58446,30529,2020/04/12 13:00
Counter-Strike: Global Offensive,1271725,605566,2020/04/12 14:00
Dota 2,798255,488583,2020/04/12 14:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,306182,2020/04/12 14:00
Mount &amp; Blade II: Bannerlord,193099,122150,2020/04/12 14:00
Grand Theft Auto V,197975,118626,2020/04/12 14:00
Tom Clancy's Rainbow Six Siege,177355,111309,2020/04/12 14:00
MONSTER HUNTER: WORLD,142522,96173,2020/04/12 14:00
ARK: Survival Evolved,125852,81138,2020/04/12 14:00
Team Fortress 2,78769,64461,2020/04/12 14:00
Destiny 2,84601,63863,2020/04/12 14:00
Warframe,83921,59939,2020/04/12 14:00
Rust,99868,55639,2020/04/12 14:00
Sid Meier's Civilization VI,68411,46757,2020/04/12 14:00
Terraria,57055,45512,2020/04/12 14:00
Football Manager 2020,124253,43481,2020/04/12 14:00
Rocket League,91369,39269,2020/04/12 14:00
Source SDK Base 2007,93179,35041,2020/04/12 14:00
Stardew Valley,40635,34754,2020/04/12 14:00
Path of Exile,62641,31979,2020/04/12 14:00
Garry's Mod,58446,28952,2020/04/12 14:00
Counter-Strike: Global Offensive,1271725,642759,2020/04/12 15:00
Dota 2,798255,541734,2020/04/12 15:00
PLAYERUNKNOWN'S BATTLEGROUNDS,543263,367915,2020/04/12 15:00
Grand Theft Auto V,197975,126743,2020/04/12 15:00
Mount &amp; Blade II: Bannerlord,193099,123664,2020/04/12 15:00
Tom Clancy's Rainbow Six Siege,177355,112719,2020/04/12 15:00
MONSTER HUNTER: WORLD,142522,101163,2020/04/12 15:00
ARK: Survival Evolved,125852,84049,2020/04/12 15:00
Team Fortress 2,78769,66201,2020/04/12 15:00
Destiny 2,84601,62113,2020/04/12 15:00
Warframe,83921,60954,2020/04/12 15:00
Rust,99868,55583,2020/04/12 15:00
Football Manager 2020,124253,49797,2020/04/12 15:00
Sid Meier's Civilization VI,68411,45638,2020/04/12 15:00
Terraria,57055,43438,2020/04/12 15:00
